language,size,has_issues,has_projects,has_downloads,has_wiki,has_pages,archived,disabled,open_issues_count,allow_forking,open_issues,network_count,subscribers_count,stargazers_count,watchers_count,forks_count,contributors_count
Lua,164.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0
Python,672.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0
,142.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,3.0,1.0
Ruby,94.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,17.0,17.0,8.0,1.0
Ruby,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,10.0,1.0,2.0
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0
C++,9940.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0
Ruby,118.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,38.0,3.0,137.0,137.0,38.0,10.0
Ruby,407.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,3.0,52.0,52.0,4.0,1.0
Ruby,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,3.0,3.0,3.0,0.0,1.0
,226.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0
Ruby,105.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0
Java,4128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,7.0,7.0,3.0,0.0
JavaScript,280.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,1.0,1.0
Java,167.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,18.0,6.0,27.0,27.0,18.0,1.0
Ruby,386.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,3.0,24.0,24.0,7.0,2.0
Ruby,1330.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,59.0,13.0,236.0,236.0,59.0,23.0
Ruby,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,11.0,1.0,1.0
Ruby,104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0
Ruby,184.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,9.0,1.0,1.0
C++,151.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,44.0,44.0,9.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,8.0,1.0,1.0
C,1938.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,10.0,10.0,10.0,1.0,4.0
Ruby,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,20.0,20.0,3.0,0.0
JavaScript,212.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,3.0,3.0,0.0,1.0
Python,110.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,25.0,25.0,7.0,3.0
Ruby,101.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,21.0,21.0,8.0,1.0
Ruby,95.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,15.0,15.0,4.0,3.0
Java,283.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,13.0,13.0,3.0,1.0
Shell,141.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0
Ruby,4362.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,14.0,14.0,14.0,0.0
Ruby,509.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,18.0,5.0,74.0,74.0,18.0,8.0
Python,686.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,12.0,12.0,3.0,0.0
Ruby,1241.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,11.0,19.0,4.0,122.0,122.0,19.0,10.0
Ruby,2335.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,323.0,29.0,880.0,880.0,323.0,30.0
Ruby,5944.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,8.0,8.0,5.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0
Ruby,15744.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,3.0,3.0,3.0,0.0,20.0
Python,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,4.0,19.0,19.0,33.0,1.0
C#,139.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,13.0,13.0,5.0,2.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0
Ruby,8917.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,294.0,2.0,8.0,8.0,1.0,30.0
Ruby,10475.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,21.0,21.0,3.0,3.0
Ruby,127.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,3.0,5.0,5.0,8.0,0.0
Ruby,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,5.0,5.0,1.0,0.0
Ruby,194.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,6.0,6.0,1.0,1.0
Ruby,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0
Ruby,204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,8.0,2.0,0.0
,4060.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,5.0,10.0,10.0,4.0,3.0
Ruby,583.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,3.0,4.0,4.0,0.0,20.0
JavaScript,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,6.0,6.0,5.0,1.0
C,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,6.0,4.0,1.0
Ruby,1530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,5.0,286.0,286.0,70.0,15.0
C,5192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0
Ruby,322.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,3.0,3.0,0.0,27.0
Ruby,6010.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,3.0,3.0,3.0,0.0,19.0
Vim script,40406.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,25.0,25.0,7.0,1.0
Objective-C,376.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,32.0,32.0,9.0,1.0
Ruby,4859.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,108.0,3.0,202.0,202.0,35.0,14.0
Ruby,193.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,6.0,100.0,100.0,23.0,5.0
Ruby,206.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,314.0,3.0,3.0,3.0,0.0,3.0
Ruby,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0
Ruby,571.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1778.0,8.0,107.0,107.0,3.0,2.0
Ruby,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,6.0,251.0,251.0,44.0,5.0
Ruby,194.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,21.0,21.0,6.0,1.0
Ruby,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,4.0,3.0,3.0,1.0,1.0
Ruby,85.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,4.0,6.0,0.0
Ruby,555.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,37.0,1.0,37.0,190.0,15.0,1258.0,1258.0,190.0,30.0
Ruby,505.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,17.0,165.0,6.0,409.0,409.0,165.0,12.0
Ruby,160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,77.0,4.0,267.0,267.0,77.0,6.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,55.0,55.0,8.0,4.0
Ruby,87.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,45.0,45.0,10.0,2.0
Ruby,131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,53.0,53.0,10.0,3.0
C,143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,13.0,13.0,3.0,3.0
Objective-C,1549.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,57.0,57.0,5.0,1.0
Objective-C,172.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0
Objective-C,1078.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,1.0
JavaScript,143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,3.0,3.0,3.0,0.0,4.0
Lua,4690.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,15.0,8.0,72.0,72.0,15.0,5.0
Ruby,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,7.0,7.0,6.0,0.0
Python,25312.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,5.0,13.0,13.0,7.0,0.0
JavaScript,204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,0.0
Lua,164.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0
Python,672.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0
,142.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,3.0,1.0
Ruby,94.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,17.0,17.0,8.0,1.0
Ruby,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,10.0,1.0,2.0
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0
C++,9940.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0
Ruby,118.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,38.0,3.0,137.0,137.0,38.0,10.0
Ruby,407.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,3.0,52.0,52.0,4.0,1.0
Ruby,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,3.0,3.0,3.0,0.0,1.0
,226.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0
Ruby,105.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0
Java,4128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,7.0,7.0,3.0,0.0
JavaScript,280.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,1.0,1.0
Java,167.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,18.0,6.0,27.0,27.0,18.0,1.0
Ruby,386.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,3.0,24.0,24.0,7.0,2.0
Ruby,1330.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,59.0,13.0,236.0,236.0,59.0,23.0
Ruby,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,11.0,1.0,1.0
Ruby,104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0
Ruby,184.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,9.0,1.0,1.0
C++,151.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,44.0,44.0,9.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,8.0,1.0,1.0
C,1938.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,10.0,10.0,10.0,1.0,4.0
Ruby,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,20.0,20.0,3.0,0.0
JavaScript,212.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,3.0,3.0,0.0,1.0
Python,110.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,25.0,25.0,7.0,3.0
Ruby,101.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,21.0,21.0,8.0,1.0
Ruby,95.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,15.0,15.0,4.0,3.0
Java,283.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,13.0,13.0,3.0,1.0
Shell,141.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0
Ruby,4362.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,14.0,14.0,14.0,0.0
Ruby,509.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,18.0,5.0,74.0,74.0,18.0,8.0
Python,686.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,12.0,12.0,3.0,0.0
Ruby,1241.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,11.0,19.0,4.0,122.0,122.0,19.0,10.0
Ruby,2335.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,323.0,29.0,880.0,880.0,323.0,30.0
Ruby,5944.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,8.0,8.0,5.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0
Ruby,15744.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,3.0,3.0,3.0,0.0,20.0
Python,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,4.0,19.0,19.0,33.0,1.0
C,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0
Ruby,188.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,7.0,3.0,0.0
Ruby,246.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,60.0,60.0,7.0,8.0
Ruby,103.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,2.0,84.0,84.0,30.0,7.0
Ruby,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,13.0,13.0,3.0,0.0
Objective-C,5307.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,35.0,35.0,9.0,0.0
Ruby,283.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,3.0,3.0,1.0,21.0
Ruby,5985.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,3.0,3.0,3.0,0.0,14.0
Ruby,609.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,4.0,4.0,0.0,3.0
C++,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,77.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,13.0,13.0,2.0,1.0
JavaScript,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,6.0,2.0,0.0
JavaScript,324.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,17.0,17.0,9.0,2.0
JavaScript,131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,20.0,7.0,58.0,58.0,20.0,4.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,18.0,18.0,2.0,0.0
C,5192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,0.0
Ruby,322.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,3.0,3.0,0.0,27.0
Ruby,6010.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,3.0,3.0,3.0,0.0,19.0
Vim script,40406.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,25.0,25.0,7.0,1.0
Objective-C,376.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,32.0,32.0,9.0,1.0
Ruby,4859.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,108.0,3.0,202.0,202.0,35.0,14.0
Ruby,193.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,6.0,100.0,100.0,23.0,5.0
Ruby,206.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,314.0,3.0,3.0,3.0,0.0,3.0
Ruby,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0
Ruby,571.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1778.0,8.0,107.0,107.0,3.0,2.0
Ruby,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,6.0,251.0,251.0,44.0,5.0
Ruby,194.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,21.0,21.0,6.0,1.0
Ruby,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,4.0,3.0,3.0,1.0,1.0
Ruby,85.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,4.0,6.0,0.0
Ruby,555.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,37.0,1.0,37.0,190.0,15.0,1258.0,1258.0,190.0,30.0
Ruby,505.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,17.0,165.0,6.0,409.0,409.0,165.0,12.0
Ruby,160.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,77.0,4.0,267.0,267.0,77.0,6.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,55.0,55.0,8.0,4.0
Ruby,87.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,45.0,45.0,10.0,2.0
Ruby,131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,53.0,53.0,10.0,3.0
C,143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,13.0,13.0,3.0,3.0
Objective-C,1549.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,57.0,57.0,5.0,1.0
Objective-C,172.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0
Objective-C,1078.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,1.0
JavaScript,143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,3.0,3.0,3.0,0.0,4.0
Lua,4690.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,15.0,8.0,72.0,72.0,15.0,5.0
Ruby,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,7.0,7.0,6.0,0.0
Python,25312.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,5.0,13.0,13.0,7.0,0.0
JavaScript,204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,0.0
Lua,164.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0
Python,672.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0
,142.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4.0,3.0,1.0
Ruby,94.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,17.0,17.0,8.0,1.0
Ruby,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,10.0,1.0,2.0
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0
C++,9940.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0
Ruby,118.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,38.0,3.0,137.0,137.0,38.0,10.0
Ruby,407.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,3.0,52.0,52.0,4.0,1.0
Ruby,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,3.0,3.0,3.0,0.0,1.0
,226.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0
Ruby,105.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0
Java,4128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,7.0,7.0,3.0,0.0
JavaScript,280.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,1.0,1.0
Java,167.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,18.0,6.0,27.0,27.0,18.0,1.0
Ruby,386.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,3.0,24.0,24.0,7.0,2.0
Ruby,1330.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,15.0,59.0,13.0,236.0,236.0,59.0,23.0
Ruby,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,11.0,1.0,1.0
Ruby,104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,0.0
Ruby,184.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,9.0,1.0,1.0
C++,151.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,44.0,44.0,9.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,8.0,1.0,1.0
